Date,Open,High,Low,Close,Adj Close,Volume
1990-10-17,null,null,null,null,null,null
1990-10-18,null,null,null,null,null,null
1990-10-19,null,null,null,null,null,null
1990-10-22,null,null,null,null,null,null
1990-10-23,null,null,null,null,null,null
1990-10-24,null,null,null,null,null,null
1990-10-25,null,null,null,null,null,null
1990-10-26,null,null,null,null,null,null
1990-10-28,null,null,null,null,null,null
1990-10-29,null,null,null,null,null,null
1990-10-30,5.367740,5.367740,5.367740,5.367740,1.136581,0
1990-10-31,null,null,null,null,null,null
1990-11-01,null,null,null,null,null,null
1990-11-04,null,null,null,null,null,null
1990-11-05,null,null,null,null,null,null
1990-11-06,null,null,null,null,null,null
1990-11-07,null,null,null,null,null,null
1990-11-08,null,null,null,null,null,null
1990-11-11,null,null,null,null,null,null
1990-11-12,null,null,null,null,null,null
1990-11-13,null,null,null,null,null,null
1990-11-14,null,null,null,null,null,null
1990-11-15,null,null,null,null,null,null
1990-11-18,null,null,null,null,null,null
1990-11-19,null,null,null,null,null,null
1990-11-20,null,null,null,null,null,null
1990-11-21,null,null,null,null,null,null
1990-11-22,null,null,null,null,null,null
1990-11-25,null,null,null,null,null,null
1990-11-26,null,null,null,null,null,null
1990-11-27,null,null,null,null,null,null
1990-11-28,null,null,null,null,null,null
1990-11-29,5.349100,5.349100,5.349100,5.349100,1.132635,0
1990-12-02,null,null,null,null,null,null
1990-12-03,null,null,null,null,null,null
1990-12-04,null,null,null,null,null,null
1990-12-05,null,null,null,null,null,null
1990-12-06,null,null,null,null,null,null
1990-12-09,null,null,null,null,null,null
1990-12-10,null,null,null,null,null,null
1990-12-11,null,null,null,null,null,null
1990-12-12,null,null,null,null,null,null
1990-12-13,null,null,null,null,null,null
1990-12-16,null,null,null,null,null,null
1990-12-17,null,null,null,null,null,null
1990-12-18,null,null,null,null,null,null
1990-12-19,null,null,null,null,null,null
1990-12-20,null,null,null,null,null,null
1990-12-23,null,null,null,null,null,null
1990-12-24,null,null,null,null,null,null
1990-12-25,null,null,null,null,null,null
1990-12-26,null,null,null,null,null,null
1990-12-27,4.883150,4.883150,4.883150,4.883150,1.033973,0
1990-12-30,null,null,null,null,null,null
1990-12-31,null,null,null,null,null,null
1991-01-01,null,null,null,null,null,null
1991-01-02,null,null,null,null,null,null
1991-01-03,null,null,null,null,null,null
1991-01-06,null,null,null,null,null,null
1991-01-07,null,null,null,null,null,null
1991-01-08,null,null,null,null,null,null
1991-01-09,null,null,null,null,null,null
1991-01-10,null,null,null,null,null,null
1991-01-13,null,null,null,null,null,null
1991-01-14,null,null,null,null,null,null
1991-01-15,null,null,null,null,null,null
1991-01-16,null,null,null,null,null,null
1991-01-17,null,null,null,null,null,null
1991-01-20,null,null,null,null,null,null
1991-01-21,null,null,null,null,null,null
1991-01-22,null,null,null,null,null,null
1991-01-23,null,null,null,null,null,null
1991-01-24,null,null,null,null,null,null
1991-01-27,null,null,null,null,null,null
1991-01-28,null,null,null,null,null,null
1991-01-29,null,null,null,null,null,null
1991-01-30,5.460930,5.460930,5.460930,5.460930,1.156314,0
1991-01-31,null,null,null,null,null,null
1991-02-03,null,null,null,null,null,null
1991-02-04,null,null,null,null,null,null
1991-02-05,null,null,null,null,null,null
1991-02-06,null,null,null,null,null,null
1991-02-07,null,null,null,null,null,null
1991-02-10,null,null,null,null,null,null
1991-02-11,null,null,null,null,null,null
1991-02-12,null,null,null,null,null,null
1991-02-13,null,null,null,null,null,null
1991-02-14,null,null,null,null,null,null
1991-02-17,null,null,null,null,null,null
1991-02-18,null,null,null,null,null,null
1991-02-19,null,null,null,null,null,null
1991-02-20,null,null,null,null,null,null
1991-02-21,null,null,null,null,null,null
1991-02-24,null,null,null,null,null,null
1991-02-25,null,null,null,null,null,null
1991-02-26,null,null,null,null,null,null
1991-02-27,5.833690,5.833690,5.833690,5.833690,1.235243,0
1991-02-28,null,null,null,null,null,null
1991-03-04,null,null,null,null,null,null
1991-03-05,null,null,null,null,null,null
1991-03-06,null,null,null,null,null,null
1991-03-07,null,null,null,null,null,null
1991-03-08,null,null,null,null,null,null
1991-03-11,null,null,null,null,null,null
1991-03-12,null,null,null,null,null,null
1991-03-13,null,null,null,null,null,null
1991-03-14,null,null,null,null,null,null
1991-03-15,null,null,null,null,null,null
1991-03-18,null,null,null,null,null,null
1991-03-19,null,null,null,null,null,null
1991-03-20,null,null,null,null,null,null
1991-03-21,null,null,null,null,null,null
1991-03-22,null,null,null,null,null,null
1991-03-25,null,null,null,null,null,null
1991-03-26,null,null,null,null,null,null
1991-03-27,null,null,null,null,null,null
1991-03-28,5.574520,5.574520,5.574520,5.574520,1.180365,0
1991-03-29,null,null,null,null,null,null
1991-04-01,null,null,null,null,null,null
1991-04-02,null,null,null,null,null,null
1991-04-03,null,null,null,null,null,null
1991-04-04,null,null,null,null,null,null
1991-04-05,null,null,null,null,null,null
1991-04-08,null,null,null,null,null,null
1991-04-09,null,null,null,null,null,null
1991-04-10,null,null,null,null,null,null
1991-04-11,null,null,null,null,null,null
1991-04-12,null,null,null,null,null,null
1991-04-15,null,null,null,null,null,null
1991-04-16,null,null,null,null,null,null
1991-04-17,null,null,null,null,null,null
1991-04-18,null,null,null,null,null,null
1991-04-19,null,null,null,null,null,null
1991-04-22,null,null,null,null,null,null
1991-04-23,null,null,null,null,null,null
1991-04-24,null,null,null,null,null,null
1991-04-25,null,null,null,null,null,null
1991-04-26,null,null,null,null,null,null
1991-04-29,null,null,null,null,null,null
1991-04-30,5.897950,5.897950,5.897950,5.897950,1.248850,0
1991-05-01,null,null,null,null,null,null
1991-05-02,null,null,null,null,null,null
1991-05-03,null,null,null,null,null,null
1991-05-06,null,null,null,null,null,null
1991-05-07,null,null,null,null,null,null
1991-05-08,null,null,null,null,null,null
1991-05-09,null,null,null,null,null,null
1991-05-10,null,null,null,null,null,null
1991-05-13,null,null,null,null,null,null
1991-05-14,null,null,null,null,null,null
1991-05-15,null,null,null,null,null,null
1991-05-16,null,null,null,null,null,null
1991-05-17,null,null,null,null,null,null
1991-05-20,null,null,null,null,null,null
1991-05-21,null,null,null,null,null,null
1991-05-22,null,null,null,null,null,null
1991-05-23,null,null,null,null,null,null
1991-05-24,null,null,null,null,null,null
1991-05-27,null,null,null,null,null,null
1991-05-28,null,null,null,null,null,null
1991-05-29,null,null,null,null,null,null
1991-05-30,null,null,null,null,null,null
1991-05-31,6.335540,6.335540,6.335540,6.335540,1.341506,0
1991-06-03,null,null,null,null,null,null
1991-06-04,null,null,null,null,null,null
1991-06-05,null,null,null,null,null,null
1991-06-06,null,null,null,null,null,null
1991-06-07,null,null,null,null,null,null
1991-06-10,null,null,null,null,null,null
1991-06-11,null,null,null,null,null,null
1991-06-12,null,null,null,null,null,null
1991-06-13,null,null,null,null,null,null
1991-06-14,null,null,null,null,null,null
1991-06-17,null,null,null,null,null,null
1991-06-18,null,null,null,null,null,null
1991-06-19,null,null,null,null,null,null
1991-06-20,null,null,null,null,null,null
1991-06-21,null,null,null,null,null,null
1991-06-24,null,null,null,null,null,null
1991-06-25,null,null,null,null,null,null
1991-06-26,null,null,null,null,null,null
1991-06-27,null,null,null,null,null,null
1991-06-28,6.373590,6.373590,6.373590,6.373590,1.349563,0
1991-07-01,null,null,null,null,null,null
1991-07-02,null,null,null,null,null,null
1991-07-03,null,null,null,null,null,null
1991-07-04,null,null,null,null,null,null
1991-07-05,null,null,null,null,null,null
1991-07-08,null,null,null,null,null,null
1991-07-09,null,null,null,null,null,null
1991-07-10,null,null,null,null,null,null
1991-07-11,null,null,null,null,null,null
1991-07-12,null,null,null,null,null,null
1991-07-15,null,null,null,null,null,null
1991-07-16,null,null,null,null,null,null
1991-07-17,null,null,null,null,null,null
1991-07-18,null,null,null,null,null,null
1991-07-19,null,null,null,null,null,null
1991-07-22,null,null,null,null,null,null
1991-07-23,null,null,null,null,null,null
1991-07-24,null,null,null,null,null,null
1991-07-25,null,null,null,null,null,null
1991-07-26,null,null,null,null,null,null
1991-07-29,null,null,null,null,null,null
1991-07-30,null,null,null,null,null,null
1991-07-31,6.639950,6.639950,6.639950,6.639950,1.405963,0
1991-08-01,null,null,null,null,null,null
1991-08-02,null,null,null,null,null,null
1991-08-05,null,null,null,null,null,null
1991-08-06,null,null,null,null,null,null
1991-08-07,null,null,null,null,null,null
1991-08-08,null,null,null,null,null,null
1991-08-09,null,null,null,null,null,null
1991-08-12,null,null,null,null,null,null
1991-08-13,null,null,null,null,null,null
1991-08-14,null,null,null,null,null,null
1991-08-15,null,null,null,null,null,null
1991-08-16,null,null,null,null,null,null
1991-08-19,null,null,null,null,null,null
1991-08-20,null,null,null,null,null,null
1991-08-21,null,null,null,null,null,null
1991-08-22,null,null,null,null,null,null
1991-08-23,null,null,null,null,null,null
1991-08-26,null,null,null,null,null,null
1991-08-27,null,null,null,null,null,null
1991-08-28,null,null,null,null,null,null
1991-08-29,null,null,null,null,null,null
1991-08-30,6.601900,6.601900,6.601900,6.601900,1.397906,0
1991-09-02,null,null,null,null,null,null
1991-09-03,null,null,null,null,null,null
1991-09-04,null,null,null,null,null,null
1991-09-05,null,null,null,null,null,null
1991-09-06,null,null,null,null,null,null
1991-09-09,null,null,null,null,null,null
1991-09-10,null,null,null,null,null,null
1991-09-11,null,null,null,null,null,null
1991-09-12,null,null,null,null,null,null
1991-09-13,null,null,null,null,null,null
1991-09-16,null,null,null,null,null,null
1991-09-17,null,null,null,null,null,null
1991-09-18,null,null,null,null,null,null
1991-09-19,null,null,null,null,null,null
1991-09-20,null,null,null,null,null,null
1991-09-23,null,null,null,null,null,null
1991-09-24,null,null,null,null,null,null
1991-09-25,null,null,null,null,null,null
1991-09-26,null,null,null,null,null,null
1991-09-27,null,null,null,null,null,null
1991-09-30,6.887290,6.887290,6.887290,6.887290,1.458336,0
1991-10-01,null,null,null,null,null,null
1991-10-02,null,null,null,null,null,null
1991-10-03,null,null,null,null,null,null
1991-10-04,null,null,null,null,null,null
1991-10-07,null,null,null,null,null,null
1991-10-08,null,null,null,null,null,null
1991-10-09,null,null,null,null,null,null
1991-10-10,null,null,null,null,null,null
1991-10-11,null,null,null,null,null,null
1991-10-14,null,null,null,null,null,null
1991-10-15,null,null,null,null,null,null
1991-10-16,null,null,null,null,null,null
1991-10-17,null,null,null,null,null,null
1991-10-18,null,null,null,null,null,null
1991-10-21,null,null,null,null,null,null
1991-10-22,null,null,null,null,null,null
1991-10-23,null,null,null,null,null,null
1991-10-24,null,null,null,null,null,null
1991-10-25,null,null,null,null,null,null
1991-10-27,null,null,null,null,null,null
1991-10-28,null,null,null,null,null,null
1991-10-29,null,null,null,null,null,null
1991-10-30,7.610260,7.610260,7.610260,7.610260,1.611419,0
1991-10-31,null,null,null,null,null,null
1991-11-03,null,null,null,null,null,null
1991-11-04,null,null,null,null,null,null
1991-11-05,null,null,null,null,null,null
1991-11-06,null,null,null,null,null,null
1991-11-07,null,null,null,null,null,null
1991-11-10,null,null,null,null,null,null
1991-11-11,null,null,null,null,null,null
1991-11-12,null,null,null,null,null,null
1991-11-13,null,null,null,null,null,null
1991-11-14,null,null,null,null,null,null
1991-11-17,null,null,null,null,null,null
1991-11-18,null,null,null,null,null,null
1991-11-19,null,null,null,null,null,null
1991-11-20,null,null,null,null,null,null
1991-11-21,null,null,null,null,null,null
1991-11-24,null,null,null,null,null,null
1991-11-25,null,null,null,null,null,null
1991-11-26,null,null,null,null,null,null
1991-11-27,null,null,null,null,null,null
1991-11-28,7.420000,7.420000,7.420000,7.420000,1.571133,0
1991-12-01,null,null,null,null,null,null
1991-12-02,null,null,null,null,null,null
1991-12-03,null,null,null,null,null,null
1991-12-04,null,null,null,null,null,null
1991-12-05,null,null,null,null,null,null
1991-12-08,null,null,null,null,null,null
1991-12-09,null,null,null,null,null,null
1991-12-10,null,null,null,null,null,null
1991-12-11,null,null,null,null,null,null
1991-12-12,null,null,null,null,null,null
1991-12-15,null,null,null,null,null,null
1991-12-16,null,null,null,null,null,null
1991-12-17,null,null,null,null,null,null
1991-12-18,null,null,null,null,null,null
1991-12-19,null,null,null,null,null,null
1991-12-22,null,null,null,null,null,null
1991-12-23,null,null,null,null,null,null
1991-12-24,null,null,null,null,null,null
1991-12-25,null,null,null,null,null,null
1991-12-26,null,null,null,null,null,null
1991-12-29,null,null,null,null,null,null
1991-12-30,7.591230,7.591230,7.591230,7.591230,1.607390,0
1991-12-31,null,null,null,null,null,null
1992-01-01,null,null,null,null,null,null
1992-01-02,null,null,null,null,null,null
1992-01-05,null,null,null,null,null,null
1992-01-06,null,null,null,null,null,null
1992-01-07,null,null,null,null,null,null
1992-01-08,null,null,null,null,null,null
1992-01-09,null,null,null,null,null,null
1992-01-12,null,null,null,null,null,null
1992-01-13,null,null,null,null,null,null
1992-01-14,null,null,null,null,null,null
1992-01-15,null,null,null,null,null,null
1992-01-16,null,null,null,null,null,null
1992-01-19,null,null,null,null,null,null
1992-01-20,null,null,null,null,null,null
1992-01-21,null,null,null,null,null,null
1992-01-22,null,null,null,null,null,null
1992-01-23,null,null,null,null,null,null
1992-01-26,null,null,null,null,null,null
1992-01-27,null,null,null,null,null,null
1992-01-28,null,null,null,null,null,null
1992-01-29,null,null,null,null,null,null
1992-01-30,7.229750,7.229750,7.229750,7.229750,1.530849,0
1992-02-02,null,null,null,null,null,null
1992-02-03,null,null,null,null,null,null
1992-02-04,null,null,null,null,null,null
1992-02-05,null,null,null,null,null,null
1992-02-06,null,null,null,null,null,null
1992-02-09,null,null,null,null,null,null
1992-02-10,null,null,null,null,null,null
1992-02-11,null,null,null,null,null,null
1992-02-12,null,null,null,null,null,null
1992-02-13,null,null,null,null,null,null
1992-02-16,null,null,null,null,null,null
1992-02-17,null,null,null,null,null,null
1992-02-18,null,null,null,null,null,null
1992-02-19,null,null,null,null,null,null
1992-02-20,null,null,null,null,null,null
1992-02-23,null,null,null,null,null,null
1992-02-24,null,null,null,null,null,null
1992-02-25,null,null,null,null,null,null
1992-02-26,null,null,null,null,null,null
1992-02-27,7.106080,7.106080,7.106080,7.106080,1.504663,0
1992-03-02,null,null,null,null,null,null
1992-03-03,null,null,null,null,null,null
1992-03-04,null,null,null,null,null,null
1992-03-05,null,null,null,null,null,null
1992-03-06,null,null,null,null,null,null
1992-03-09,null,null,null,null,null,null
1992-03-10,null,null,null,null,null,null
1992-03-11,null,null,null,null,null,null
1992-03-12,null,null,null,null,null,null
1992-03-13,null,null,null,null,null,null
